scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,active_cup_id,is_active_cup,time_near_cup,time_since_release,release_count,cup_motion_distance,stationary_time,was_moved,used_cup_candidate,idle_candidate,label
27,1779178296.048,0,0.6648,0.6958,0.1316,3.551,7,0,0.5225,1,0.0,2,0,0.977,3.407,2,0.0,10.626,1,1,0,ASK
27,1779178296.048,1,0.5406,0.7514,0.2083,12.191,1,0,0.5529,1,0.0,2,0,0.143,12.046,1,0.0,10.626,1,1,0,IDLE
27,1779178296.048,2,0.6945,0.4083,0.0138,0.0,31,0,0.285,1,0.0,2,1,4.388,2.975,2,0.0,2.559,1,1,0,WAIT
28,1779178296.609,0,0.6648,0.6958,0.1321,4.112,7,0,0.5225,1,0.0,2,0,0.977,3.968,2,0.0,11.187,1,1,0,ASK
28,1779178296.609,1,0.5406,0.7514,0.2097,12.753,1,0,0.5529,1,0.0,2,0,0.143,12.608,1,0.0,11.187,1,1,0,IDLE
28,1779178296.609,2,0.6969,0.4083,0.0138,0.0,35,0,0.2866,1,0.0,2,1,4.949,3.537,2,0.0,3.12,1,1,0,WAIT
29,1779178297.184,0,0.6648,0.6958,0.1331,4.687,7,0,0.5225,1,0.0,2,0,0.977,4.543,2,0.0,11.762,1,1,0,ASK
29,1779178297.184,1,0.5406,0.7514,0.2098,13.328,1,0,0.5529,1,0.0,2,0,0.143,13.183,1,0.0,11.762,1,1,0,IDLE
29,1779178297.184,2,0.6945,0.4042,0.0147,0.0,39,0,0.282,1,0.0,2,1,5.524,4.112,2,0.0,3.695,1,1,0,WAIT
30,1779178297.745,0,0.6648,0.6958,0.136,5.248,7,0,0.5225,1,0.0,2,0,0.977,5.104,2,0.0,12.323,1,1,0,ASK
30,1779178297.745,1,0.5406,0.7514,0.211,13.888,1,0,0.5529,1,0.0,2,0,0.143,13.743,1,0.0,12.323,1,1,0,IDLE
30,1779178297.745,2,0.6898,0.4,0.0144,0.0,43,0,0.2758,1,0.0,2,1,6.085,4.672,2,0.0,4.256,1,1,0,WAIT
31,1779178298.305,0,0.6656,0.6944,0.1312,5.808,7,0,0.5214,1,0.0,2,0,0.977,5.664,2,0.0,12.883,1,1,0,ASK
31,1779178298.305,1,0.5406,0.7514,0.2079,14.448,1,0,0.5529,1,0.0,2,0,0.143,14.304,1,0.0,12.883,1,1,0,IDLE
31,1779178298.305,2,0.6883,0.4069,0.0157,0.0,47,0,0.2798,1,0.0,2,1,6.645,5.233,2,0.0,4.816,1,1,0,WAIT
32,1779178298.878,0,0.6656,0.6958,0.1325,6.381,7,0,0.5228,1,0.0,2,0,0.977,6.237,2,0.0,13.456,1,1,0,ASK
32,1779178298.878,1,0.5406,0.7514,0.2097,15.021,1,0,0.5529,1,0.0,2,0,0.143,14.876,1,0.0,13.456,1,1,0,IDLE
32,1779178298.878,2,0.6914,0.4083,0.0151,0.0,51,0,0.2829,1,0.0,2,1,7.218,5.805,2,0.0,5.389,1,1,0,WAIT
33,1779178299.44,0,0.6648,0.6958,0.1298,6.943,7,0,0.5225,1,0.0,2,0,0.977,6.799,2,0.0,14.018,1,1,0,ASK
33,1779178299.44,1,0.5406,0.7514,0.2073,15.583,1,0,0.5529,1,0.0,2,0,0.143,15.438,1,0.0,14.018,1,1,0,IDLE
33,1779178299.44,2,0.6898,0.4139,0.0155,0.0,55,0,0.286,1,0.0,2,1,7.78,6.368,2,0.0,5.951,1,1,0,WAIT
34,1779178300.013,0,0.6648,0.6944,0.1297,7.515,7,0,0.5212,1,0.0,2,0,0.977,7.372,2,0.0,14.59,1,1,0,ASK
34,1779178300.013,1,0.5406,0.7514,0.2086,16.156,1,0,0.5529,1,0.0,2,0,0.143,16.011,1,0.0,14.59,1,1,0,IDLE
34,1779178300.013,2,0.6914,0.4167,0.0149,0.0,59,0,0.2891,1,0.0,2,1,8.353,6.94,2,0.0,6.524,1,1,0,WAIT
35,1779178300.577,0,0.6648,0.6958,0.1265,8.08,7,0,0.5225,1,0.0,2,0,0.977,7.936,2,0.0,15.155,1,1,0,ASK
35,1779178300.577,1,0.5406,0.7514,0.2071,16.721,1,0,0.5529,1,0.0,2,0,0.143,16.576,1,0.0,15.155,1,1,0,IDLE
35,1779178300.577,2,0.6953,0.425,0.015,0.0,63,0,0.2979,1,0.0,2,1,8.917,7.505,2,0.0,7.088,1,1,0,WAIT
36,1779178301.151,0,0.6656,0.6958,0.1265,8.654,7,0,0.5228,1,0.0,2,0,0.977,8.51,2,0.0,15.729,1,1,0,ASK
36,1779178301.151,1,0.5406,0.7514,0.2114,17.294,1,0,0.5529,1,0.0,2,0,0.143,17.149,1,0.0,15.729,1,1,0,IDLE
36,1779178301.151,2,0.7063,0.4306,0.0146,0.0,67,0,0.3093,1,0.0,2,1,9.491,8.079,2,0.0,7.662,1,1,0,WAIT
37,1779178301.712,0,0.6656,0.6958,0.1244,9.215,7,0,0.5228,1,0.0,2,0,0.977,9.071,2,0.0,16.29,1,1,0,ASK
37,1779178301.712,1,0.5406,0.7514,0.2176,17.856,1,0,0.5529,1,0.0,2,0,0.143,17.711,1,0.0,16.29,1,1,0,IDLE
37,1779178301.712,2,0.725,0.4556,0.0135,0.0,71,0,0.3405,1,0.0,2,1,10.052,8.64,2,0.0,8.223,1,1,0,WAIT
38,1779178302.271,0,0.6656,0.6958,0.1233,9.774,7,0,0.5228,1,0.0,2,0,0.977,9.63,2,0.0,16.849,1,1,0,ASK
38,1779178302.271,1,0.5406,0.7514,0.2265,18.415,1,0,0.5529,1,0.0,2,0,0.143,18.27,1,0.0,16.849,1,1,0,IDLE
38,1779178302.271,2,0.7508,0.5028,0.0131,0.0,75,0,0.3931,1,0.0,2,1,10.611,9.199,2,0.0,0.272,1,1,0,WAIT
39,1779178302.85,0,0.6656,0.6958,999.0,0.291,8,0,0.5228,1,0.0,-1,0,1.122,0.145,3,0.0,17.427,1,1,0,ASK
39,1779178302.85,1,0.5406,0.7514,999.0,18.993,1,0,0.5529,1,0.0,-1,0,0.143,18.848,1,0.0,17.427,1,1,0,IDLE
39,1779178302.85,2,0.7602,0.5458,999.0,0.291,77,0,0.4328,1,0.0,-1,0,10.898,0.145,3,0.0,0.85,1,1,0,ASK
40,1779178303.408,0,0.6656,0.6958,999.0,0.85,8,0,0.5228,1,0.0,-1,0,1.122,0.703,3,0.0,17.986,1,1,0,ASK
